ft,bt,km,transmission,ownerNo,oem,model,modelYear,variantName,price,InsuranceValidity,RTO,Mileage,Color,EngineType,Displacement,NoofCylinder,FuelSuppySystem,TurboCharger,SuperCharger,GearBox,DriveType, SeatingCapacity,SteeringType,FrontBrakeType,RearBrakeType,TyreType,NoDoorNumbers,city
Petrol,Hatchback,54305,Manual,1,Hyundai,Hyundai i20,2012,Sportz 1.2,404000,Third Party insurance,KA01,18.5,Silver,Kappa VTVT Petrol Engine,1197,4,MPFI,No,No,5,FWD,5,Power,Disc,Drum,"Tubeless,Radial",5,Bangalore
Petrol,Hatchback,50000,Manual,2,Hyundai,Hyundai i10,2016,Magna 1.1L,358000,Third Party insurance,KA51,19.81,Others,IRDE2 Engine,1086,4,MPFI,No,No,5,FWD,5,Power,Ventilated Disc,Drum,Tubeless,5,Bangalore
Petrol,Hatchback,64998,Automatic,1,Maruti,Maruti Ignis,2017,1.2 AMT Zeta BSIV,581000,Comprehensive,KA03,20.89,Blue,1.2-Litre VVT Petrol Engine,1197,4,MPFI,No,No,5,FWD,5,Electrical,Disc,Drum,"Tubeless,Radial",5,Bangalore
Petrol,Hatchback,75940,Manual,1,Hyundai,Hyundai i20,2015,Asta 1.2,630000,Third Party insurance,KA51,18.6,Red,Kappa VTVT Petrol Engine,1197,4,MPFI,No,No,5,FWD,5,Power,Disc,Drum,Tubeless,5,Bangalore
Petrol,Hatchback,25639,Manual,1,Honda,Honda Jazz,2016,1.2 S i VTEC,560000,Third Party insurance,KA03,18.7,Grey,i-VTEC Petrol Engine,1199,4,PGM - Fi,No,No,5,FWD,5,Power,Disc,Drum,"Tubeless,Radial",5,Bangalore
Petrol,Sedan,60000,Manual,2,Hyundai,Hyundai Verna,2014,1.6 SX VTVT,525000,Third Party insurance,KA03,17.01,Others,VTVT Petrol Engine,1591,4,MPFI,No,No,5,FWD,5,Power,Disc ,Drum,"Tubeless,Radial",4,Bangalore
Petrol,Hatchback,41594,Manual,1,Maruti,Maruti Celerio,2018,ZXI MT BSIV,501000,Comprehensive,KA05,23.1,Others,K10B Engine,998,3,MPFi,No,No,5,FWD,5,Power,Ventilated Disc,Drum,"Tubeless, Radial",5,Bangalore
Petrol,Hatchback,24786,Automatic,2,Maruti,Maruti Wagon R,2020,ZXI AMT 1.2,617000,Comprehensive,KA03,20.52,White,K12M Petrol Engine,1197,4,MPFI,No,No,5,FWD,5,Power,Disc,Drum,"Tubeless Tyres, Radial",5,Bangalore
Petrol,Hatchback,56000,Manual,1,Maruti,Maruti Alto K10,2017,VXI,365000,Third Party insurance,KA03,23.95,Grey,K Series Petrol Engine,998,3,MPFi,No,No,5,FWD,5,Power,Ventilated Disc,Drum,"Tubeless,Radial",5,Bangalore
Petrol,Sedan,90000,Automatic,1,Honda,Honda City,2018,ZX CVT,995000,Comprehensive,KA05,18.3,White,Water Cooled Inline i-VTEC DOHC with VTC,1498,4,MPFi,No,No,CVT,FWD,5,Electric,Ventilated Disc,Drum,"Tubeless, Radial",4,Bangalore
Petrol,Hatchback,31000,Manual,2,Hyundai,Hyundai i20,2019,1.2 Asta Option,775000,Comprehensive,KA04,18.6,Orange,Kappa VTVT Petrol Engine,1197,4,MPFI,No,No,5,FWD,5,Power,Disc,Drum,Tubeless,5,Bangalore
Diesel,SUV,30000,Automatic,2,Jaguar,Jaguar F-Pace,2018,Prestige 2.0 AWD,4700000,Third Party insurance,KA04,16.38,Silver,Diesel Engine,1999,4,CRDi,Yes,No,8,FWD,5,Power,Disc,Disc,"Tubeless,Radial",5,Bangalore
Petrol,Sedan,36000,Manual,1,Hyundai,Hyundai Verna,2017,VTVT 1.6 EX,770000,Comprehensive,KA05,17.7,Maroon,VTVT Petrol Engine,1591,4,MPFI,No,No,6,FWD,5,Power,Disc,Drum,Tubeless,4,Bangalore
Petrol,Hatchback,19065,Manual,1,Maruti,Maruti Swift,2018,ZXI Plus BSIV,725000,Third Party insurance,KA53,22.0,Grey,VTVT Engine,1197,4,MPFi,No,No,5,FWD,5,Power,Disc,Drum,Tubeless,5,Bangalore
Petrol,Hatchback,30538,Automatic,1,Honda,Honda Jazz,2019,VX CVT,840000,Comprehensive,KA05,18.2,White,i-VTEC Petrol Engine,1199,4,PGM - Fi,No,No,5,FWD,5,Power,Disc,Drum,"Tubeless,Radial",5,Bangalore
Petrol,Hatchback,48891,Manual,2,Hyundai,Hyundai i20,2018,Asta Option BSIV,799000,Comprehensive,KA01,18.6,Red,Kappa VTVT Petrol Engine,1197,4,MPFI,No,No,5,FWD,5,Power,Disc,Drum,Tubeless,5,Bangalore
Petrol,Hatchback,60000,Automatic,2,Mercedes-Benz,Mercedes-Benz A Class,2014,A180 Sport,1380000,Third Party insurance,KA05,15.5,Others,In-Line Petrol Engine,1595,4,Direct Injection,Yes,No,7G DCT 7- Dual Clutch Transmission ,FWD,5,Power,Disc,Disc,"Tubeless,Radial",5,Bangalore
Petrol,Hatchback,26676,Manual,1,Maruti,Maruti Swift,2018,VXI 2018,696000,Third Party,KA51,22.0,White,VTVT Engine,1197,4,MPFi,No,No,5,FWD,5,Power,Disc,Drum,Tubeless,5,Bangalore
Petrol,Hatchback,35647,Manual,1,Maruti,Maruti Swift,2015,VXI,576000,Comprehensive,KA51,22.38,Red,K Series Dual jet,1197,4,MPFi,No,No,5,FWD,5,Electric,Disc,Drum,"Radial, Tubeless",5,Bangalore
Petrol,Hatchback,63825,Manual,1,Toyota,Toyota Glanza,2020,G,721000,Zero Dep,KA01,22.35,Red,1.2 L Petrol Engine,1197,4,MPFi,No,No,5,FWD,5,Power,Disc,Drum,"Tubeless, Radial",5,Bangalore
Petrol,Sedan,31346,Manual,2,Honda,Honda City,2018,i-VTEC VX,995000,Third Party insurance,KA03,17.4,Brown,i VTEC Engine,1497,4,PGM-Fi,No,No,5,FWD,5,Power,Ventilated Disc,Drum,"Tubeless,Radial",4,Bangalore
Petrol,Hatchback,79349,Manual,2,Hyundai,Hyundai i20,2015,Asta 1.2,594000,Third Party insurance,KA03,18.6,Silver,Kappa VTVT Petrol Engine,1197,4,MPFI,No,No,5,FWD,5,Power,Disc,Drum,Tubeless,5,Bangalore
Diesel,SUV,37370,Automatic,1,Audi,Audi Q3,2018,35 TDI Quattro Premium Plus,3275000,Comprehensive,KA01,15.17,Blue,TDI Quattro Diesel Engine,1968,4,CRDI,Yes,No,7- S-Tronic,AWD,5,Power,Disc,Disc,"Tubeless,Radial",5,Bangalore
Petrol,Hatchback,52228,Manual,1,Maruti,Maruti Wagon R,2015,VXI BS IV,426000,Comprehensive,KA53,20.51,Red,K10B Petrol Engine,998,3,CRDI,No,No,5,FWD,5,Power,Ventilated Disc,Drum,Tubeless Tyres,5,Bangalore
Diesel,SUV,70000,Automatic,1,Hyundai,Hyundai Creta,2015,1.6 CRDi AT SX Plus,1100000,Third Party insurance,KA04,17.01,Others,U2 CRDI VGT Engine,1582,4,CRDi,Yes,No,6,FWD,5,Power,Disc,Drum,Tubeless,5,Bangalore
Petrol,SUV,40542,Manual,1,Nissan,Nissan Magnite,2022,Turbo XV Premium BSVI,905000,Zero Dep,KA19,20.0,Silver,HRA0 1.0 TURBO PETROL,999,3,MPFi,Yes,No,5,FWD,5,Electronic,Disc,Drum,"Tubeless,Radial",5,Bangalore
Petrol,SUV,47936,Automatic,1,Renault,Renault Duster,2019,Petrol RXS CVT,848000,Comprehensive,KA03,14.99,Silver,H4K Petrol Engine,1498,4,MPFI,No,No,5,FWD,5,Power,Disc,Drum,Tubeless,5,Bangalore
Petrol,SUV,45000,Manual,2,Hyundai,Hyundai Creta,2016,1.6 VTVT S,895000,Comprehensive,KA01,15.29,White,VTVT Petrol Engine,1591,4,MPFI,No,No,6,FWD,5,Power,Disc,Drum,Tubeless,5,Bangalore
Petrol,SUV,20469,Manual,1,Hyundai,Hyundai Venue,2019,SX Opt Turbo BSIV,1099000,Third Party insurance,KA03,18.27,Blue,VTVT Petrol Engine,998,3,GDi,Yes,No,6,FWD,5,Power,Disc,Drum,Radial,5,Bangalore
Petrol,Hatchback,60000,Manual,1,Hyundai,Hyundai i20,2011,1.2 Sportz Option,425000,Third Party insurance,KA03,17.0,Others,In-Line Engine,1197,4,MPFI,No,No,5,FWD,5,Power,Disc,Drum,"Tubeless,Radial",5,Bangalore
Petrol,Sedan,70000,Manual,2,Maruti,Maruti Swift Dzire,2012,ZXI,445000,Comprehensive,KA05,19.1,Blue,K Series VVT Engine,1197,4,MPFI,No,No,5,FWD,5,Power,Ventilated Disc,Drum,"Tubeless,Radial",4,Bangalore
Petrol,Sedan,46258,Manual,2,Volkswagen,Volkswagen Vento,2017,1.6 Highline,775000,Third Party insurance,KA32,16.09,Grey,MPI Petrol Engine,1598,4,MPFI,No,No,5,FWD,5,Power,Ventilated Disc,Drum,"Tubeless,Radial",4,Bangalore
Petrol,Hatchback,54242,Manual,3,Maruti,Maruti Wagon R,2013,VXI BS IV,327000,Comprehensive,KA51,18.9,Silver,K Series Petrol Engine,998,3,MPFI,No,No,5,FWD,5,Power,Ventilated Disc,Drum,"Tubeless, Radial",4,Bangalore
Petrol,Hatchback,90727,Automatic,1,Honda,Honda Jazz,2017,1.2 V AT i VTEC,661000,Comprehensive,KA01,19.0,Brown,i-VTEC Petrol Engine,1199,4,PGM - Fi,No,No,5,FWD,5,Power,Disc,Drum,"Tubeless,Radial",5,Bangalore
Petrol,Sedan,31003,Manual,1,Maruti,Maruti Swift Dzire,2017,VXI 1.2,682000,Comprehensive,KA09,21.21,Brown,K Series VVT Engine,1197,4,MPFI,No,No,5,FWD,5,Power,Disc,Drum,"Tubeless,Radial",4,Bangalore
Petrol,Hatchback,24233,Manual,1,Hyundai,Hyundai Grand i10,2017,1.2 Kappa Sportz Option,577000,Third Party,KA01,18.9,Orange,Kappa VTVT Petrol Engine,1197,4,MPFI,No,No,5,FWD,5,Power,Disc,Drum,Tubeless,5,Bangalore
Petrol,Hatchback,90000,Manual,3,Volkswagen,Volkswagen Polo,2015,Exquisite 1.2 MPI Highline,500000,Third Party insurance,KA27,16.47,Others,MPI Petrol Engine,1198,3,MPFI ,No,No,5,FWD,5,Power,Disc,Drum,"Tubeless,Radial",5,Bangalore
Petrol,Hatchback,36983,Manual,1,Honda,Honda Jazz,2017,1.2 V i VTEC,679000,Comprehensive,KA05,18.7,Red,i-VTEC Petrol Engine,1199,4,PGM - Fi,No,No,5,FWD,5,Power,Disc,Drum,"Tubeless,Radial",5,Bangalore
Diesel,Hatchback,68915,Automatic,1,Mercedes-Benz,Mercedes-Benz B Class,2014,B180 CDI,1445000,Comprehensive,KA51,14.8,Grey,Blue Efficiency Petrol En,2143,4,MPFI,No,No,7,FWD,5,Power,Disc,Disc,"Tubeless,Radial",5,Bangalore
Petrol,Hatchback,5440,Manual,1,Maruti,Maruti Swift,2021,VXI,776000,Third Party,KA53,22.38,Silver,K Series Dual jet,1197,4,MPFI,No,No,5,FWD,5,Electric,Disc,Drum,"Radial, Tubeless",5,Bangalore
Petrol,Hatchback,8096,Manual,1,Tata,Tata Tiago,2021,XZ,690000,Zero Dep,KA01,20.09,Blue,1.2 L Revotron,1199,3,MPFI,No,No,5`,FWD,5,Electric,Disc,Drum,"Tubeless, Radial",5,Bangalore
Diesel,Sedan,120000,Manual,2,Skoda,Skoda Rapid,2012,1.6 TDI Ambition,380000,Third Party insurance,KA05,20.5,Others,Turbocharged Diesel Engin,1598,4,Direct Injection,Yes,No,5,FWD,5,Power,Disc,Drum,"Tubeless,Radial",4,Bangalore
Petrol,SUV,60000,Manual,3,Renault,Renault Duster,2014,Petrol RxL,560000,Third Party insurance,KA41,13.24,Others,K4M Petrol Engine,1598,4,MPFI,No,No,5,FWD,5,Power,Ventilated Disc,Drum,"Tubeless,Radial",5,Bangalore
Petrol,Hatchback,33040,Manual,2,Hyundai,Hyundai i20,2018,Petrol Asta Option,799000,Comprehensive,KA03,18.6,White,Kappa VTVT Petrol Engine,1197,4,MPFI,No,No,5,FWD,5,Power,Disc,Drum,Tubeless,5,Bangalore
Diesel,Hatchback,30722,Manual,1,Hyundai,Hyundai i20,2019,Magna Plus Diesel,835000,Third Party insurance,KA04,22.54,White,U2 CRDI Diesel Engine,1396,4,CRDI,Yes,No,6,FWD,5,Power,Disc,Drum,"Tubeless,Radial",5,Bangalore
Diesel,Sedan,80000,Manual,1,Honda,Honda City,2016,i DTec VX,750000,Third Party insurance,KA04,26.0,Others,i DTEC Diesel Engine ,1498,4,Direct Injection,Yes,No,6,FWD,5,Power,Disc,Drum,"Tubeless,Radial",4,Bangalore
Diesel,Sedan,33000,Automatic,2,Mercedes-Benz,Mercedes-Benz E-Class,2017,E250 CDI Avantgarde,3075000,Comprehensive,KA03,14.21,White,4-in-line,2143,4,Common-Rail type,Yes,No,5,Rear Wheel Drive with ESP,5,Power,Ventilated Disc,Ventilated Disc,"Tubeless,Radial",4,Bangalore
Petrol,Sedan,58778,Manual,1,Honda,Honda City,2014,i VTEC V,527000,Comprehensive,KA01,17.4,Others,i VTEC Engine,1497,4,PGM-Fi,No,No,5,FWD,5,Power,Disc,Drum,"Tubeless,Radial",4,Bangalore
Petrol,Hatchback,51395,Manual,1,Maruti,Maruti S-Presso,2019,VXI Plus 2019-2022,426000,Comprehensive,KA42,21.7,Silver,K10C,998,3,PGM-Fi,No,No,5,FWD,5,Power,Ventilated Disc,Drum,"Tubeless, Radial",5,Bangalore
Petrol,SUV,100000,Automatic,2,Ford,Ford Ecosport,2015,1.5 Petrol Titanium AT,625000,Comprehensive,KA03,14.7,White,Ti-VCT Petrol Engine,1496,3,Direct Injection,No,No,6,FWD,5,Electric,Ventilated Disc,Drum,"Tubeless,Radial",4,Bangalore
Petrol,Sedan,65881,Manual,2,Maruti,Maruti Swift Dzire,2013,VXI,447000,Comprehensive,KA53,22.41,Black,Ti-VCT Petrol Engine,1197,4,Direct Injection,No,No,5,FWD,5,Electric,Disc,Drum,"Tubeless, Radial",4,Bangalore
Petrol,Hatchback,49934,Manual,2,Maruti,Maruti Swift,2014,VXI,552000,Comprehensive,KA51,22.38,White,K Series Dual jet,1197,4,Direct Injection,No,No,5,FWD,5,Electric,Disc,Drum,"Radial, Tubeless",5,Bangalore
Diesel,Sedan,91000,Manual,2,Honda,Honda City,2016,i DTec V,795000,Comprehensive,KA01,26.0,White,i DTEC Diesel Engine ,1498,4,Direct Injection,Yes,No,6,FWD,5,Power,Disc,Drum,"Tubeless,Radial",4,Bangalore
Petrol,Hatchback,61576,Manual,2,Maruti,Maruti Celerio X,2018,ZXI Option BSIV,459000,Comprehensive,KA51,21.63,White,K10B Petrol Engine,998,3,MPFi,No,No,5,FWD,5,Electric,Ventilated Disc,Drum,"Radial,Tubeless",5,Bangalore
Petrol,Sedan,114321,Manual,2,Maruti,Maruti Ciaz,2016,ZXi Plus,700000,1,KA05,20.73,White,k14B VVT Engine,1373,4,MPFI,No,No,5,FWD,5,Power,Ventilated Disc,Drum,"Tubeless, Radial",4,Bangalore
Petrol,Hatchback,53125,Manual,1,Maruti,Maruti S-Presso,2019,VXI Plus 2019-2022,405000,Third Party insurance,KA51,21.7,White,K10C,998,3,MPFI,No,No,5,FWD,5,Power,Ventilated Disc,Drum,"Tubeless, Radial",5,Bangalore
Petrol,Hatchback,36462,Automatic,1,Renault,Renault KWID,2020,1.0 RXT AMT Opt,536000,Comprehensive,KA01,22.0,Red,Petrol Engine,999,3,MPFi,No,No,5,FWD,5,Electric,Disc,Drum,"Tubeless,Radial",5,Bangalore
Diesel,SUV,97542,Automatic,1,Mercedes-Benz,Mercedes-Benz M-Class,2014,ML 250 CDI,2400000,Comprehensive,KA04,15.26,Blue,Diesel Engine,2143,4,CRDi,Yes,No,7,AWD,5,Power,Disc,Disc,"Tubeless,Radial",5,Bangalore
Petrol,SUV,13000,Manual,2,Renault,Renault Duster,2018,Petrol RXS,895000,Comprehensive,KA05,14.99,White,H4K Petrol Engine,1498,4,MPFI,No,No,5,FWD,5,Power,Disc,Drum,Tubeless,5,Bangalore
Diesel,Sedan,41000,Manual,1,Hyundai,Hyundai Verna,2018,CRDi 1.6 SX Option,1375000,Third Party insurance,KA53,22.0,Black,U2 VGT Diesel Engine,1582,4,CRDi,Yes,No,6,FWD,5,Power,Disc,Drum,Tubeless,4,Bangalore
Petrol,Hatchback,94471,Automatic,1,Volkswagen,Volkswagen Polo,2017,GT TSI,880000,Third Party,KA04,17.21,Red,TSI Petrol Engine,1197,4,Direct Injection,Yes,No,7,FWD,5,Power,Disc,Drum,"Tubeless,Radial",5,Bangalore
Petrol,Hatchback,46000,Manual,1,Maruti,Maruti Wagon R,2016,VXI Opt 1.2,475000,Comprehensive,KA05,20.52,Brown,K12M Petrol Engine,1197,4,MPFI,No,No,5,FWD,5,Power,Disc,Drum,"Tubeless Tyres, Radial",5,Bangalore
Petrol,SUV,10000,Manual,1,MG,MG Astor,2022,Super EX BSVI,1150000,Third Party insurance,KA03,19.23,Black,VTi-TECH,1498,4,MPFI,No,No,5,FWD,5,Electronic,Disc,Disc,"Tubeless,Radial",5,Bangalore
Petrol,SUV,50000,Manual,1,Toyota,Toyota Urban cruiser,2021,High,960000,Third Party insurance,KA03,17.03,White,k-series1.5l,1462,4,CRDI,No,No,5,AWD,5,Electronic,Ventilated Disc,Drum,"Tubeless, Radial",5,Bangalore
Petrol,Hatchback,36004,Manual,2,Maruti,Maruti Celerio,2020,ZXI Optional,532000,Third Party,KA51,21.63,Silver,K10B Engine,998,3,MPFi,No,No,5,FWD,5,Power,Ventilated Disc,Drum,"Tubeless, Radial",5,Bangalore
Petrol,Sedan,58808,Manual,2,Honda,Honda City,2016,i VTEC V,651000,Comprehensive,KA04,17.8,White,i VTEC Engine,1497,4,PGM-Fi,No,No,5,FWD,5,Power,Disc,Drum,"Tubeless,Radial",4,Bangalore
Diesel,Sedan,10000,Automatic,1,Mercedes-Benz,Mercedes-Benz C-Class,2017,C 220 CDI Avantgarde,3200000,Third Party insurance,KA04,19.27,Blue,In-Line Engine,2143,4,CRDi,Yes,No,7,RWD,5,Power,Disc,Disc,"Tubeless, Radial",4,Bangalore
Petrol,Hatchback,31983,Manual,1,Hyundai,Hyundai i20,2016,Asta 1.2,715000,Comprehensive,KA05,18.6,Silver,Kappa VTVT Petrol Engine,1197,4,MPFI,No,No,5,FWD,5,Power,Disc,Drum,Tubeless,5,Bangalore
Diesel,SUV,78536,Manual,1,Maruti,Maruti Vitara Brezza,2016,VDi Option,740000,Third Party,DL14,24.3,Maroon,DDiS 200 Diesel Engine,1248,4,CRDi,Yes,No,5,FWD,5,Power,Ventilated Disc,Drum,"Tubeless,Radial",5,Bangalore
Diesel,SUV,20000,Manual,1,Kia,Kia Seltos,2022,HTX Diesel,1700000,Third Party insurance,DL14,20.8,Others,1.5 L CRDi VGT,1493,4,CRDi,Yes,No,6,FWD,5,Electric,Disc,Disc,"Tubeless, Radial",5,Bangalore
Petrol,Sedan,54134,Manual,2,Maruti,Maruti Swift Dzire,2013,VXI,455000,Comprehensive,KA50,22.41,Black,1.5 L CRDi VGT,1197,4,CRDi,Yes,No,5,FWD,5,Electric,Disc,Drum,"Tubeless, Radial",4,Bangalore
Petrol,SUV,10000,Automatic,1,Kia,Kia Seltos,2021,HTX IVT G,1699000,Third Party insurance,KA50,16.8,Others,Smartstream G1.5,1497,4,MPI,No,No,6 IVT,2WD,5,Electric,Disc,Disc,"Tubeless,Radial",5,Bangalore
Petrol,Hatchback,27227,Manual,2,Hyundai,Hyundai Grand i10,2019,1.2 Kappa Sportz BSIV,524000,Comprehensive,KA04,18.9,Red,Kappa VTVT Petrol Engine,1197,4,MPFI,No,No,5,FWD,5,Power,Disc,Drum,Tubeless,5,Bangalore
Petrol,SUV,25508,Automatic,1,Jeep,Jeep Compass,2019,1.4 Limited Option,1765000,Comprehensive,KA03,16.0,Grey,1.4-Litre 4-Cyl Multiair Engine,1368,4,CRDI,Yes,No,7,4X2,5,Power,Disc,Discs,"Radial, Tubless",5,Bangalore
Petrol,Hatchback,30000,Manual,1,Hyundai,Hyundai i20,2017,1.2 Magna Executive,525000,Third Party insurance,UP32,18.6,Others,Kappa VTVT Petrol Engine,1197,4,MPFI,No,No,5,FWD,5,Power,Disc,Drum,Tubeless,5,Bangalore
Petrol,SUV,20000,Automatic,1,Kia,Kia Seltos,2019,GTX Plus DCT,1600000,Third Party insurance,UP32,16.5,Gray,Smartstream G1.4,1353,4,GDi,Yes,No,7- DCT,FWD,5,Electric,Disc,Disc,"Tubeless, Radial",5,Bangalore
Diesel,Sedan,100000,Manual,2,Volkswagen,Volkswagen Vento,2012,Diesel Highline,360000,Third Party insurance,KA53,20.54,Blue,Common Rail Diesel Engine,1598,4,CRDI,Yes,No,5,FWD,5,Power,Disc,Drum,"Tubeless,Radial",4,Bangalore
Petrol,Hatchback,50000,Manual,1,Hyundai,Hyundai i20,2011,1.2 Sportz Option,410000,Third Party insurance,KA53,17.0,Others,In-Line Engine,1197,4,MPFI,No,No,5,FWD,5,Power,Disc,Drum,"Tubeless,Radial",5,Bangalore
Diesel,Sedan,36000,Automatic,1,Mercedes-Benz,Mercedes-Benz CLA,2018,200 CDI Sport,3150000,Comprehensive,KA01,17.9,White,In Line Diesel Engine,2143,4,CRDi,Yes,No,7,FWD,5,Power,Disc,Disc,"Tubeless,Radial",4,Bangalore
Diesel,Hatchback,40000,Manual,1,Hyundai,Hyundai i20,2019,Asta Option Diesel,850000,Third Party insurance,KA01,22.54,Others,U2 CRDI Diesel Engine,1396,4,CRDI,No,No,6,FWD,5,Power,Disc,Drum,Tubeless,5,Bangalore
Petrol,SUV,19047,Automatic,1,Hyundai,Hyundai Venue,2021,SX Plus Turbo DCT BSIV,1260000,Third Party,KA22,18.15,Red,U2 CRDI Diesel Engine,998,3,GDi,Yes,No,7-,FWD,5,Power,Disc,Drum,Radial,5,Bangalore
Petrol,SUV,50000,Manual,1,Tata,Tata Nexon,2020,1.2 Revotron XM,850000,Third Party insurance,KA02,17.0,Others,Revotron 1.2L Turbocharged engine,1198,3,MPFI,Yes,No,6,FWD,5,Power,Disc,Drum,Tubeless Radial Tyres,5,Bangalore
Petrol,Hatchback,64453,Automatic,1,Maruti,Maruti Celerio,2018,ZXI Optional AMT BSIV,493000,Comprehensive,KA41,23.1,Red,K10B Engine,998,3,MPFi,No,No,5,FWD,5,Power,Ventilated Disc,Drum,"Tubeless, Radial",5,Bangalore
Petrol,Hatchback,43387,Manual,1,Honda,Honda Brio,2018,1.2 S MT,505000,Comprehensive,KA03,18.5,White,i-VTEC Engine,1198,4,PGM - Fi,No,No,5,FWD,5,Power,Disc,Drum,"Tubeless,Radial",5,Bangalore
Petrol,Hatchback,36538,Automatic,1,Maruti,Maruti Baleno,2020,Delta CVT,825000,Third Party insurance,KA05,19.56,White,1.2L VVT Engine,1197,4,MPFI,No,No,CVT,FWD,5,Electric,Disc,Drum,"Tubeless,Radial",5,Bangalore
Petrol,Hatchback,36787,Manual,2,Hyundai,Hyundai i20 Active,2017,1.2 S,682000,Zero Dep,KA51,17.19,Brown,VTVT Petrol Engine,1197,4,MPFI,No,No,5,FWD,5,Power,Disc,Drum,"Tubeless,Radial",5,Bangalore
Petrol,Hatchback,32112,Manual,2,Maruti,Maruti Celerio,2018,ZXI,486000,Comprehensive,KA04,25.24,Red,K10C,998,3,MPFI,No,No,5,FWD,5,Electric,Ventilated Disc,Drum,"Tubeless, Radial",5,Bangalore
Petrol,SUV,30000,Manual,1,Hyundai,Hyundai Creta,2022,SX BSVI,1800000,Third Party insurance,KA04,19.23,Black,1.5 L MPi Petrol,1497,4,MPi,No,No,6,FWD,5,Power,Disc,Disc,"Tubeless, Radial",5,Bangalore
Petrol,Hatchback,53701,Manual,1,Hyundai,Hyundai Grand i10,2017,1.2 Kappa Sportz Option,540000,Comprehensive,KA19,18.9,Silver,Kappa VTVT Petrol Engine,1197,4,MPFI,No,No,5,FWD,5,Power,Disc,Drum,Tubeless,5,Bangalore
Petrol,Hatchback,30000,Manual,2,Hyundai,Hyundai Grand i10,2018,1.2 Kappa Magna BSIV,530000,Third Party insurance,KA05,18.9,Others,Kappa VTVT Petrol Engine,1197,4,MPFI,No,No,5,FWD,5,Power,Disc,Drum,Tubeless,5,Bangalore
Petrol,Hatchback,26085,Manual,2,Maruti,Maruti Alto 800,2020,VXI BSVI,407000,Zero Dep,KA04,22.05,Red,F8D Petrol Engine,796,3,MPFI,No,No,5,FWD,5,Power,Disc,Drum,Tubeless Tyres,5,Bangalore
Petrol,Hatchback,46894,Manual,3,Hyundai,Hyundai Grand i10,2016,Asta,453000,Third Party insurance,KA01,18.9,Red,Kappa VTVT Petrol Engine,1197,4,MPFI,No,No,5,FWD,5,Power,Disc,Drum,Tubeless,5,Bangalore
Petrol,SUV,30000,Manual,1,Kia,Kia Sonet,2021,HTX Turbo iMT BSVI,1010000,Third Party insurance,KA04,18.2,Others,Smartstream G1.0 T - GDi,998,3,GDi,Yes,No,6 iMT,FWD,5,Electric,Disc,Drum,"Tubeless, Radial",5,Bangalore
Petrol,SUV,53692,Automatic,2,Honda,Honda CR-V,2017,2.4L 4WD AT,1675000,Third Party insurance,KA05,12.0,White,i-VTEC Petrol Engine,2354,4,PGM-FI (Programmed Fuel Injection),No,No,5,4WD,5,Power,Disc,Disc,"Tubeless,Radial",5,Bangalore
Petrol,Hatchback,33000,Automatic,1,Tata,Tata Tiago,2018,1.2 Revotron XZA,625000,Comprehensive,KA01,23.84,Brown,Revotron Engine,1199,3,MPFi,No,No,5,FWD,5,Power,Disc,Drum,Tubeless,5,Bangalore
Petrol,Hatchback,30813,Manual,1,Maruti,Maruti Wagon R,2022,ZXI 1.2,635000,Comprehensive,KA34,20.52,White,K12M Petrol Engine,1197,4,MPFI,No,No,5,FWD,5,Power,Disc,Drum,"Tubeless Tyres, Radial",5,Bangalore
Diesel,Sedan,56254,Manual,1,Hyundai,Hyundai Verna,2013,1.6 CRDi SX,550000,Comprehensive,KA04,23.9,Silver,U2 VGT Diesel Engine ,1582,4,CRDi,Yes,No,6,FWD,5,Power,Disc,Drum,Tubeless,4,Bangalore
Diesel,Sedan,58000,Automatic,1,Mercedes-Benz,Mercedes-Benz CLA,2017,200 CDI Sport,2450000,Comprehensive,KA03,17.9,White,In Line Diesel Engine,2143,4,CRDi,Yes,No,7,FWD,5,Power,Disc,Disc,"Tubeless,Radial",4,Bangalore
Petrol,Sedan,15727,Automatic,2,Maruti,Maruti Ciaz,2020,Alpha AT BSVI,1025000,Third Party insurance,KA01,20.04,Grey,K15 Smart Hybrid Petrol Engine,1462,4,CRDi,Yes,No,4,FWD,5,Power,Ventilated Disc,Drum,"Tubeless, Radial",4,Bangalore
Petrol,Hatchback,21113,Manual,1,Hyundai,Hyundai i20,2021,Asta Turbo iMT DT,977000,Comprehensive,KA01,20.0,Red,1.0 l Turbo GDi petrol,998,3,3 Phase AC Induction Motors,Yes,No,6  IMT,FWD,5,Electric,Disc,Drum,"Tubeless, Radial",5,Bangalore
Diesel,Sedan,71775,Manual,1,Hyundai,Hyundai Elantra,2021,CRDi SX,1705000,Comprehensive,KA45,14.59,White,1.5 L U2 diesel,1493,4,CRDi,Yes,No,6,FWD,5,Power,Disc,Disc,"Tubeless,Radial",4,Bangalore
Petrol,Hatchback,59882,Automatic,1,Maruti,Maruti Swift,2018,ZXI AMT,667000,Third Party,KA02,22.56,Silver,K Series Dual jet,1197,4,CRDi,Yes,No,5,FWD,5,Electric,Disc,Drum,"Radial, Tubeless",5,Bangalore
Petrol,Hatchback,24463,Automatic,2,Hyundai,Hyundai Grand i10,2014,AT Asta,494000,Comprehensive,KA03,18.9,Silver,Kappa VTVT Petrol Engine,1197,4,MPFI,No,No,4,FWD,5,Power,Disc,Drum,Tubeless,5,Bangalore
