it,ft,bt,km,transmission,ownerNo,owner,oem,model,RearBrakeType,TyreType,AlloyWheelSize,EngineType,NoofCylinder,FuelSuppySystem,NoDoorNumbers,Color,TurboCharger,SuperCharger,DriveType, SeatingCapacity,SteeringType,Ground Clearance Unladen,CargoVolumn,Insurance Validity,Mileage,Front Brake Type,RearBrakeType,CompressionRatio,Acceleration,Top Speed,city,modelYear,centralVariantId,variantName,price,priceActual,city
0,Petrol,SUV,"19,000",Automatic,1,1st Owner,Hyundai,Hyundai Venue,Drum,Radial,16,Kappa 1.0 L Turbo GDi Petrol,3,GDi,5,White,Yes,No,FWD,5,Electric,190mm,350,Comprehensive,18.15 kmpl,Disc,Drum,10.5,10.94071856,175.7062571,Bangalore,2022,7681,SX Plus Turbo DCT,₹ 13.65 Lakh,645877,Bangalore
0,Petrol,SUV,"33,000",Automatic,1,1st Owner,Renault,Renault Duster,Drum,Radial,16,Kappa 1.0 L Turbo GDi Petrol,4,Multi Point Fuel Injection,5,White,No,No,FWD,5,Power,205,475,Comprehensive,13.9 kmpl,Disc,Drum,10.5,10.94071856,175.7062571,Bangalore,2019,7017,RXS Option CVT BSIV,₹ 9.95 Lakh,645877,Bangalore
0,Petrol,Sedan,"71,423",Manual,1,1st Owner,Maruti,Maruti Swift Dzire,Drum,"Tubeless, Radial",15,Kappa 1.0 L Turbo GDi Petrol,4,Multi Point Fuel Injection,4,Red,No,No,FWD,5,Electric,160,378,Comprehensive,22.41 kmpl,Disc,Drum,10.5,10.94071856,175.7062571,Bangalore,2016,10246,ZXI,₹ 5.73 Lakh,585000,Bangalore
0,Petrol,Sedan,"17,811",Manual,1,1st Owner,Maruti,Maruti Swift Dzire,Drum,"Tubeless, Radial",15,Kappa 1.0 L Turbo GDi Petrol,4,Multi Point Fuel Injection,4,Silver,No,No,FWD,5,Electric,160,378,Comprehensive,22.41 kmpl,Disc,Drum,10.5,10.94071856,175.7062571,Bangalore,2015,10246,ZXI,₹ 6.58 Lakh,684000,Bangalore
0,Diesel,SUV,"79,000",Automatic,1,1st Owner,Hyundai,Hyundai Creta,Drum,Tubeless,17,U2 CRDI VGT Engine,4,CRDi,5,White,Yes,No,FWD,5,Power,190mm,400,Comprehensive,17.6 kmpl,Disc,Drum,10.5,10.94071856,175.7062571,Bangalore,2017,6439,1.6 SX Automatic Diesel,₹ 12.45 Lakh,645877,Bangalore
0,Petrol,SUV,"75,000",Manual,1,1st Owner,Hyundai,Hyundai Creta,Drum,Tubeless,17,VTVT Petrol Engine,4,MPFI,5,White,No,No,FWD,5,Power,190mm,400,Comprehensive,15.8 kmpl,Disc,Drum,10.5,10.94071856,175.7062571,Bangalore,2019,6430,1.6 SX,₹ 11.95 Lakh,645877,Bangalore
0,Petrol,SUV,"46,000",Manual,2,2nd Owner,Tata,Tata Nexon,Drum,Tubeless Radial Tyres,16,Revotron 1.2L Turbocharged engine,3,MPFI,5,Red,Yes,No,FWD,5,Power,209 mm,350,Comprehensive,17 kmpl,Disc,Drum,10.5,10.94071856,154.19,Bangalore,2017,5994,1.2 Revotron XZ Plus,₹ 7.25 Lakh,645877,Bangalore
0,Petrol,Sedan,"81,777",Manual,3,3rd Owner,Maruti,Maruti Swift Dzire,Drum,"Tubeless, Radial",15,Revotron 1.2L Turbocharged engine,4,MPFI,4,Silver,Yes,No,FWD,5,Electric,160,378,Comprehensive,22.41 kmpl,Disc,Drum,10.5,10.94071856,175.7062571,Bangalore,2014,10246,ZXI,₹ 4.75 Lakh,479000,Bangalore
0,Petrol,Sedan,"60,386",Manual,1,1st Owner,Maruti,Maruti Swift Dzire,Drum,"Tubeless, Radial",16,Revotron 1.2L Turbocharged engine,4,MPFI,4,White,Yes,No,FWD,5,Electric,160,378,Third Party,22.41 kmpl,Disc,Drum,10.5,10.94071856,175.7062571,Bangalore,2015,10244,VXI,₹ 5.30 Lakh,540000,Bangalore
0,Petrol,SUV,"33,000",Manual,2,2nd Owner,Hyundai,Hyundai Creta,Drum,Tubeless,16,VTVT Petrol Engine,4,MPFI,5,Grey,No,No,FWD,5,Power,190mm,400,Third Party insurance,15.8 kmpl,Disc,Drum,10.5,10.94071856,175.7062571,Bangalore,2017,6429,1.6 E Plus,₹ 9.20 Lakh,645877,Bangalore
0,Petrol,SUV,"36,368",Automatic,1,1st Owner,Hyundai,Hyundai Venue,Drum,Radial,16,VTVT Petrol Engine,3,GDi,5,Blue,Yes,No,FWD,5,Power,190mm,350,Third Party insurance,18.15 kmpl,Disc,Drum,10.5,10.94071856,175.7062571,Bangalore,2019,6946,SX Plus Turbo DCT BSIV,₹ 12.25 Lakh,645877,Bangalore
0,Petrol,SUV,"1,05,153",Manual,1,1st Owner,Kia,Kia Seltos,Drum,"Tubeless,Radial",17,VTVT Petrol Engine,4,GDI,5,White,Yes,No,2WD,5,Power,190mm,433,Third Party insurance,16.1 kmpl,Disc,Drum,10.5,11.8,175.7062571,Bangalore,2019,7110,GTK,₹ 11.25 Lakh,645877,Bangalore
0,Petrol,SUV,"1,14,912",Manual,1,1st Owner,Kia,Kia Seltos,Drum,"Tubeless,Radial",17,VTVT Petrol Engine,4,GDI,5,White,Yes,No,2WD,5,Power,190mm,433,Comprehensive,16.1 kmpl,Disc,Drum,10.5,11.8,175.7062571,Bangalore,2019,7110,GTK,₹ 11.25 Lakh,645877,Bangalore
